DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	20q11.21	20	32687779	C20orf203	C20orf203 - BAK1P1	ENSG00000198547	ENSG00000175730		13838	2401	rs28530618-A	rs28530618	0	28530618	intron_variant	1	0.51	8E-11	10.096910013008056		0.024	[0.017-0.031] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	21q11.2	21	14966851	NRIP1	NRIP1			ENSG00000180530			rs2229742-G	rs2229742	0	2229742	missense_variant	0	0.87	2E-8	7.698970004336019		0.0337	[0.022-0.045] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	3q24	3	148905181	CPA3	CPA3 - UBQLN4P1	ENSG00000163751	ENSG00000241627		7978	80687	rs10935733-T	rs10935733	0	10935733	intron_variant	1	0.42	6E-10	9.221848749616356		0.0231	[0.016-0.03] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	13q14.2	13	48308227	RB1	RB1			ENSG00000139687			rs2854355-G	rs2854355	0	2854355	intron_variant	0	0.26	2E-8	7.698970004336019		0.024	[0.016-0.032] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	7p15.3	7	23439394	IGF2BP3	IGF2BP3			ENSG00000136231			rs11765649-T	rs11765649	0	11765649	intron_variant	0	0.76	1E-9	9.0		0.0258	[0.018-0.034] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	12p13.1	12	12737692	APOLD1	APOLD1			ENSG00000178878			rs11055034-C	rs11055034	0	11055034	intron_variant	0	0.73	2E-8	7.698970004336019		0.023	[0.015-0.031] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	3q25.31	3	157077679	CCNL1, LEKR1	LEKR1 - LINC00880	ENSG00000197980	ENSG00000243629		31550	3988	rs13322435-A	rs13322435	0	13322435	upstream_gene_variant	1	0.59	1E-42	42.0		0.0524	[0.045-0.06] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	5q33.3	5	158459945	EBF1	LINC02227 - NA	ENSG00000276778			50172		rs7729301-A	rs7729301	0	7729301	intergenic_variant	1	0.72	1E-9	9.0		0.0246	[0.017-0.032] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	2p21	2	46257066	EPAS1	RPL36AP14			ENSG00000233335			rs1374204-T	rs1374204	0	1374204	non_coding_transcript_exon_variant	0	0.7	2E-29	28.69897000433602		0.0459	[0.038-0.054] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	1q23.3	1	161675081	FCGR2B	FCGR2B			ENSG00000072694			rs72480273-C	rs72480273	0	72480273	non_coding_transcript_exon_variant	0	0.17	2E-9	8.698970004336019		0.03	[0.02-0.04] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	3q21.1	3	123349897	ADCY5	ADCY5			ENSG00000173175			rs11719201-T	rs11719201	0	11719201	intron_variant	0	0.23	6E-27	26.221848749616356		0.0459	[0.037-0.054] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	10q24.33	10	103154183	NT5C2	NT5C2			ENSG00000076685			rs74233809-C	rs74233809	0	74233809	intron_variant	0	0.08	2E-9	8.698970004336019		0.0387	[0.026-0.051] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	6q25.1	6	151711782	ESR1	ESR1			ENSG00000091831			rs1101081-C	rs1101081	0	1101081	intron_variant	0	0.73	6E-20	19.221848749616356		0.037	[0.029-0.045] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	16p12.3	16	19981674	GPR139	GPRC5B - GPR139	ENSG00000167191	ENSG00000180269		95507	46565	rs1011939-G	rs1011939	0	1011939	intergenic_variant	1	0.31	3E-9	8.522878745280337		0.0236	[0.016-0.031] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	9q22.32	9	95482744	PTCH1	PTCH1			ENSG00000185920			rs28510415-G	rs28510415	0	28510415	non_coding_transcript_exon_variant	0	0.09	4E-16	15.397940008672037		0.0526	[0.04-0.065] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	7p22.3	7	2762169	GNA12	AMZ1, GNA12			ENSG00000174945, ENSG00000146535			rs798489-C	rs798489	0	798489	splice_donor_variant	0	0.73	5E-9	8.301029995663981		0.024	[0.016-0.032] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	4p15.31	4	17918188	LCORL	LCORL			ENSG00000178177			rs925098-G	rs925098	0	925098	intron_variant	0	0.28	1E-15	15.0		0.0322	[0.024-0.04] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	10q26.13	10	122407996	PLEKHA1	PLEKHA1			ENSG00000107679			rs2421016-T	rs2421016	0	2421016	intron_variant	0	0.48	6E-9	8.221848749616356		0.0207	[0.014-0.028] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	9q33.2	9	123061776	STRBP	RABGAP1			ENSG00000011454			rs700059-G	rs700059	0	700059	intron_variant	0	0.16	1E-12	12.0		0.0361	[0.026-0.046] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	13q14.11	13	40087864	LINC00332	LINC00598			ENSG00000215483			rs2324499-G	rs2324499	0	2324499	intron_variant	0	0.67	8E-9	8.096910013008056		0.0225	[0.015-0.03] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	4q31.21	4	144680711	HHIP	HHIP			ENSG00000164161			rs6537307-G	rs6537307	0	6537307	intron_variant	0	0.48	1E-12	12.0		0.0259	[0.019-0.033] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	15q26.1	15	90884382	FES	FES			ENSG00000182511			rs12906125-G	rs12906125	0	12906125	intron_variant	0	0.69	1E-8	8.0		0.0226	[0.015-0.03] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	8p11.21	8	41675996	ANK1, NKX6.3	ANK1			ENSG00000029534			rs13266210-A	rs13266210	0	13266210	intron_variant	0	0.79	2E-11	10.698970004336019		0.0298	[0.021-0.038] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	6p21.31	6	34197944	HMGA1	KRT18P9 - CYCSP55	ENSG00000271231	ENSG00000214810		6865	21495	rs7742369-G	rs7742369	0	7742369	TF_binding_site_variant	1	0.19	1E-8	8.0		0.0268	[0.018-0.036] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	2p24.1	2	23739777	ATAD2B	KLHL29 - ATAD2B	ENSG00000119771	ENSG00000119778		31166	8887	rs7575873-A	rs7575873	0	7575873	intergenic_variant	1	0.88	6E-11	10.221848749616356		0.0362	[0.025-0.047] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	6p22.2	6	26185972	HIST1H2BE	H2BC6 - H4C4	ENSG00000274290	ENSG00000277157		1317	2738	rs9379832-A	rs9379832	0	9379832	downstream_gene_variant	1	0.71	1E-8	8.0		0.0237	[0.015-0.032] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	20q12	20	40544088	MAFB							rs6016377-T	rs6016377	0	6016377	intergenic_variant	1	0.45	4E-10	9.397940008672037		0.0239	[0.016-0.031] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	22q12.1	22	29072468	KREMEN1	C22orf31 - KREMEN1	ENSG00000100249	ENSG00000183762		10637	567	rs134594-C	rs134594	0	134594	regulatory_region_variant	1	0.35	2E-8	7.698970004336019		0.0215	[0.014-0.029] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	11p15.5	11	2109390	INS, IGF2	NA - IGF2		ENSG00000167244			19722	rs72851023-T	rs72851023	0	72851023	regulatory_region_variant	1	0.07	7E-10	9.154901959985743		0.0463	[0.032-0.061] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	19q13.11	19	33435107	PEPD	PEPD			ENSG00000124299			rs10402712-A	rs10402712	0	10402712	intron_variant	0	0.27	2E-8	7.698970004336019		0.0229	[0.015-0.031] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	1p36.12	1	22210150	WNT4, ZBTB40	WNT4 - MIR4418	ENSG00000162552	ENSG00000266564		66181	56089	rs2473248-C	rs2473248	0	2473248	regulatory_region_variant	1	0.87	1E-9	9.0		0.0331	[0.023-0.044] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST005146	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	2p21	2	43196731	ZFP36L2	LINC02580 - ZFP36L2	ENSG00000230587	ENSG00000152518		64249	25671	rs4952673-A	rs4952673	0	4952673	intergenic_variant	1	0.47418000000000005	2E-11	10.698970004336019		0.020476	[0.014-0.026] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	2p21	2	46257171	EPAS1	RPL36AP14			ENSG00000233335			rs17034876-T	rs17034876	0	17034876	non_coding_transcript_exon_variant	0	0.696083	1E-18	18.0		0.030115	[0.023-0.037] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	2q11.2	2	96816264	CNNM3	CNNM3			ENSG00000168763			rs186606513-G	rs186606513	0	186606513	5_prime_UTR_variant	0	0.980197	5E-6	5.301029995663981		0.059929	[0.034-0.086] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	2q24.1	2	157550353	ACVR1C	ACVR1C			ENSG00000123612			rs56188432-G	rs56188432	0	56188432	missense_variant	0	0.0023779999999999912	2E-7	6.698970004336019		0.167811	[0.1-0.23] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
